email_id,from_email,from_name,from_domain,from_org,to_emails,to_names,to_count,to_domains,to_orgs,date_raw,date,subject,thread_subject,topics
939,Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,gastech.com.kronos,GAStech-Kronos,Kare.Orilla@gastech.com.kronos,Kare Orilla,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:03,2014-01-16 12:03,Ha ha,Ha ha,
940,Albina.Hafon@gastech.com.kronos,Albina Hafon,gastech.com.kronos,GAStech-Kronos,Valeria.Morlun@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Albina.Hafon@gastech.com.kronos,Valeria Morlun; Emile Arpa; Adan Morlun; Dylan Scozzese; Irene Nant; Bertrand Ovan; Cecilia Morluniau; Claudio Hawelon; Dante Coginian; Henk Mies; Benito Hawelon; Albina Hafon,12,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:04,2014-01-16 12:04,Funny!!,Funny!!,
941,Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,gastech.com.kronos,GAStech-Kronos,Albina.Hafon@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos,Albina Hafon; Dylan Scozzese; Cecilia Morluniau; Benito Hawelon,4,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:10,2014-01-16 12:10,"Guys night out - sorry, ladies","Guys night out - sorry, ladies",
942,Orhan.Strum@gastech.com.kronos,Orhan Strum,gastech.com.kronos,GAStech-Kronos,Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:13,2014-01-16 12:13,RE: Plants,Plants,
943,Gustav.Cazar@gastech.com.kronos,Gustav Cazar,gastech.com.kronos,GAStech-Kronos,Elsa.Orilla@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos,Elsa Orilla; Lars Azada; Gustav Cazar,3,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:13,2014-01-16 12:13,RE: Downhole prediction 2522-00,Downhole prediction 2522-00,
944,Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:16,2014-01-16 12:16,You never get a second chance to make a first impression,You never get a second chance to make a first impression,
945,Gustav.Cazar@gastech.com.kronos,Gustav Cazar,gastech.com.kronos,GAStech-Kronos,Orhan.Strum@gastech.com.kronos,Orhan Strum,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:17,2014-01-16 12:17,RE: Plants,Plants,
946,Carla.Forluniau@gastech.com.kronos,Carla Forluniau,gastech.com.kronos,GAStech-Kronos,Varro.Awelon@gastech.com.kronos,Varro Awelon,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:20,2014-01-16 12:20,RE: Favor - borrow hedge trimmer,Favor - borrow hedge trimmer,
947,Dylan.Scozzese@gastech.com.kronos,Dylan Scozzese,gastech.com.kronos,GAStech-Kronos,Dylan.Scozzese@gastech.com.kronos; Adan.Morlun@gastech.com.kronos,Dylan Scozzese; Adan Morlun,2,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:22,2014-01-16 12:22,"Guys night out - sorry, ladies","Guys night out - sorry, ladies",
948,Gustav.Cazar@gastech.com.kronos,Gustav Cazar,gastech.com.kronos,GAStech-Kronos,Elsa.Orilla@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos,Elsa Orilla; Lars Azada; Gustav Cazar,3,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:25,2014-01-16 12:25,RE: Downhole prediction 2522-00,Downhole prediction 2522-00,
949,Adra.Nubarron@gastech.com.kronos,Adra Nubarron,gastech.com.kronos,GAStech-Kronos,Rachel.Pantanal@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Lidelse.Dedos@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.kronos; Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Linnea.Bergen@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Stenig.Fusil@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Kanon.Herrero@gastech.com.kronos; Varja.Lagos@gastech.com.kronos; Minke.Mies@gastech.com.kronos; Felix.Resumir@gastech.com.kronos; Edvard.Vann@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Mat.Bramar@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Anda.Ribera@gastech.com.kronos,Rachel Pantanal; Lars Azada; Felix Balas; Isande Borrasca; Axel Calzas; Gustav Cazar; Lidelse Dedos; Birgitta Frente; Vira Frente; Adra Nubarron; Marin Onda; Kare Orilla; Elsa Orilla; Brand Tempestad; Ingrid Barranco; Ada Campo-Corrente; Sten Sanjorge Jr ; Orhan Strum; Willem Vasco-Pais; Bertrand Ovan; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese; Lucas Alcazar; Isak Baza; Linnea Bergen; Nils Calixto; Sven Flecha; Hideki Cocinaro; Inga Ferro; Loreto Bodrogi; Isia Vann; Stenig Fusil; Hennie Osvaldo; Kanon Herrero; Varja Lagos; Minke Mies; Felix Resumir; Edvard Vann; Emile Arpa; Varro Awelon; Mat Bramar; Dante Coginian; Carla Forluniau; Linda Lagos; Cornelia Lais; Ruscella Mies Haber; Anda Ribera,54,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:27,2014-01-16 12:27,RE: Registration open: retirement planning seminar,Registration open: retirement planning seminar,
950,Varro.Awelon@gastech.com.kronos,Varro Awelon,gastech.com.kronos,GAStech-Kronos,Carla.Forluniau@gastech.com.kronos,Carla Forluniau,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:36,2014-01-16 12:36,RE: Favor - borrow hedge trimmer,Favor - borrow hedge trimmer,
951,Orhan.Strum@gastech.com.kronos,Orhan Strum,gastech.com.kronos,GAStech-Kronos,Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:36,2014-01-16 12:36,RE: Plants,Plants,
952,Gustav.Cazar@gastech.com.kronos,Gustav Cazar,gastech.com.kronos,GAStech-Kronos,Elsa.Orilla@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos,Elsa Orilla; Lars Azada; Gustav Cazar,3,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:39,2014-01-16 12:39,RE: Downhole prediction 2522-00,Downhole prediction 2522-00,
953,Carla.Forluniau@gastech.com.kronos,Carla Forluniau,gastech.com.kronos,GAStech-Kronos,Varro.Awelon@gastech.com.kronos,Varro Awelon,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:41,2014-01-16 12:41,RE: Favor - borrow hedge trimmer,Favor - borrow hedge trimmer,
954,Valeria.Morlun@gastech.com.kronos,Valeria Morlun,gastech.com.kronos,GAStech-Kronos,Dylan.Scozzese@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Albina.Hafon@gastech.com.kronos,Dylan Scozzese; Adan Morlun; Henk Mies; Albina Hafon,4,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:43,2014-01-16 12:43,Union meeting,Union meeting,
955,Gustav.Cazar@gastech.com.kronos,Gustav Cazar,gastech.com.kronos,GAStech-Kronos,Orhan.Strum@gastech.com.kronos,Orhan Strum,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:51,2014-01-16 12:51,RE: Plants,Plants,
956,Cornelia.Lais@gastech.com.kronos,Cornelia Lais,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/16/2014 12:51,2014-01-16 12:51,RE: Training opportunity,Training opportunity,
957,Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,gastech.com.kronos,GAStech-Kronos,Willem.Vasco-Pais@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.tethys; Ada.Campo-Corrente@gastech.com.kronos,Willem Vasco-Pais; Sten Sanjorge Jr ; Ada Campo-Corrente,3,gastech.com.kronos; gastech.com.tethys,GAStech-Kronos; GAStech-Tethys,1/16/2014 12:56,2014-01-16 12:56,RE: Recommend a good vacation spot?,Recommend a good vacation spot?,
958,Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,gastech.com.kronos,GAStech-Kronos,Willem.Vasco-Pais@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.tethys; Ada.Campo-Corrente@gastech.com.kronos,Willem Vasco-Pais; Sten Sanjorge Jr ; Ada Campo-Corrente,3,gastech.com.kronos; gastech.com.tethys,GAStech-Kronos; GAStech-Tethys,1/16/2014 12:58,2014-01-16 12:58,RE: Recommend a good vacation spot?,Recommend a good vacation spot?,
959,Kare.Orilla@gastech.com.kronos,Kare Orilla,gastech.com.kronos,GAStech-Kronos,Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:14,2014-01-16 13:14,RE: Ha ha,Ha ha,
960,Dylan.Scozzese@gastech.com.kronos,Dylan Scozzese,gastech.com.kronos,GAStech-Kronos,Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Emile.Arpa@gastech.com.kronos,Irene Nant; Dylan Scozzese; Adan Morlun; Dante Coginian; Emile Arpa,5,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:26,2014-01-16 13:26,"Guys night out - sorry, ladies","Guys night out - sorry, ladies",
961,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto,3,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:38,2014-01-16 13:38,Conference report,Conference report,
962,Isia.Vann@gastech.com.kronos,Isia Vann,gastech.com.kronos,GAStech-Kronos,Hennie.Osvaldo@gastech.com.kronos; Isia.Vann@gastech.com.kronos,Hennie Osvaldo; Isia Vann,2,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:38,2014-01-16 13:38,RE: Vacation scheduling procedures,Vacation scheduling procedures,
963,Henk.Mies@gastech.com.kronos,Henk Mies,gastech.com.kronos,GAStech-Kronos,Valeria.Morlun@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Albina.Hafon@gastech.com.kronos,Valeria Morlun; Emile Arpa; Adan Morlun; Dylan Scozzese; Irene Nant; Bertrand Ovan; Cecilia Morluniau; Claudio Hawelon; Dante Coginian; Henk Mies; Benito Hawelon; Albina Hafon,12,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:42,2014-01-16 13:42,RE: Funny!!,Funny!!,
964,Isia.Vann@gastech.com.kronos,Isia Vann,gastech.com.kronos,GAStech-Kronos,Hennie.Osvaldo@gastech.com.kronos; Isia.Vann@gastech.com.kronos,Hennie Osvaldo; Isia Vann,2,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:42,2014-01-16 13:42,RE: Vacation scheduling procedures,Vacation scheduling procedures,
965,Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,gastech.com.kronos,GAStech-Kronos,Rachel.Pantanal@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Lidelse.Dedos@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.kronos; Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Linnea.Bergen@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Stenig.Fusil@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Kanon.Herrero@gastech.com.kronos; Varja.Lagos@gastech.com.kronos; Minke.Mies@gastech.com.kronos; Felix.Resumir@gastech.com.kronos; Edvard.Vann@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Mat.Bramar@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Anda.Ribera@gastech.com.kronos,Rachel Pantanal; Lars Azada; Felix Balas; Isande Borrasca; Axel Calzas; Gustav Cazar; Lidelse Dedos; Birgitta Frente; Vira Frente; Adra Nubarron; Marin Onda; Kare Orilla; Elsa Orilla; Brand Tempestad; Ingrid Barranco; Ada Campo-Corrente; Sten Sanjorge Jr ; Orhan Strum; Willem Vasco-Pais; Bertrand Ovan; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese; Lucas Alcazar; Isak Baza; Linnea Bergen; Nils Calixto; Sven Flecha; Hideki Cocinaro; Inga Ferro; Loreto Bodrogi; Isia Vann; Stenig Fusil; Hennie Osvaldo; Kanon Herrero; Varja Lagos; Minke Mies; Felix Resumir; Edvard Vann; Emile Arpa; Varro Awelon; Mat Bramar; Dante Coginian; Carla Forluniau; Linda Lagos; Cornelia Lais; Ruscella Mies Haber; Anda Ribera,54,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:44,2014-01-16 13:44,RE: Registration open: retirement planning seminar,Registration open: retirement planning seminar,
966,Felix.Balas@gastech.com.kronos,Felix Balas,gastech.com.kronos,GAStech-Kronos,Elsa.Orilla@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos,Elsa Orilla; Isande Borrasca; Birgitta Frente; Gustav Cazar; Felix Balas; Marin Onda; Lars Azada; Vira Frente; Axel Calzas; Kare Orilla; Adra Nubarron; Brand Tempestad,12,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:46,2014-01-16 13:46,Downhole prediction 2522-00 - updated,Downhole prediction 2522-00 - updated,
967,Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,gastech.com.kronos,GAStech-Kronos,Kare.Orilla@gastech.com.kronos,Kare Orilla,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:50,2014-01-16 13:50,RE: Ha ha,Ha ha,
968,Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,gastech.com.kronos,GAStech-Kronos,Hennie.Osvaldo@gastech.com.kronos; Isia.Vann@gastech.com.kronos,Hennie Osvaldo; Isia Vann,2,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:53,2014-01-16 13:53,RE: Vacation scheduling procedures,Vacation scheduling procedures,
969,Isak.Baza@gastech.com.kronos,Isak Baza,gastech.com.kronos,GAStech-Kronos,Isak.Baza@gastech.com.kronos; Lucas.Alcazar@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Isak Baza; Lucas Alcazar; Sven Flecha,3,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:54,2014-01-16 13:54,Anyone have time to help troubleshoot some software?,Anyone have time to help troubleshoot some software?,
970,Kare.Orilla@gastech.com.kronos,Kare Orilla,gastech.com.kronos,GAStech-Kronos,Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:57,2014-01-16 13:57,RE: Ha ha,Ha ha,
971,Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/16/2014 13:59,2014-01-16 13:59,RE: Training opportunity,Training opportunity,
972,Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,gastech.com.kronos,GAStech-Kronos,Kare.Orilla@gastech.com.kronos,Kare Orilla,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 14:16,2014-01-16 14:16,RE: Ha ha,Ha ha,
973,Kare.Orilla@gastech.com.kronos,Kare Orilla,gastech.com.kronos,GAStech-Kronos,Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,gastech.com.kronos,GAStech-Kronos,1/16/2014 14:18,2014-01-16 14:18,RE: Ha ha,Ha ha,
974,Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,gastech.com.kronos,GAStech-Kronos,Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Emile Arpa; Varro Awelon; Dante Coginian; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese,12,gastech.com.kronos,GAStech-Kronos,1/16/2014 14:19,2014-01-16 14:19,Safety First!,Safety First!,
975,Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,gastech.com.kronos,GAStech-Kronos,Nils.Calixto@gastech.com.kronos; Lucas.Alcazar@gastech.com.kronos,Nils Calixto; Lucas Alcazar,2,gastech.com.kronos,GAStech-Kronos,1/16/2014 14:27,2014-01-16 14:27,Conference report,Conference report,
976,Henk.Mies@gastech.com.kronos,Henk Mies,gastech.com.kronos,GAStech-Kronos,Valeria.Morlun@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Albina.Hafon@gastech.com.kronos,Valeria Morlun; Emile Arpa; Adan Morlun; Dylan Scozzese; Irene Nant; Bertrand Ovan; Cecilia Morluniau; Claudio Hawelon; Dante Coginian; Henk Mies; Benito Hawelon; Albina Hafon,12,gastech.com.kronos,GAStech-Kronos,1/16/2014 14:34,2014-01-16 14:34,RE: Funny!!,Funny!!,
977,Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,gastech.com.kronos,GAStech-Kronos,Valeria.Morlun@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Albina.Hafon@gastech.com.kronos,Valeria Morlun; Emile Arpa; Adan Morlun; Dylan Scozzese; Irene Nant; Bertrand Ovan; Cecilia Morluniau; Claudio Hawelon; Dante Coginian; Henk Mies; Benito Hawelon; Albina Hafon,12,gastech.com.kronos,GAStech-Kronos,1/16/2014 14:36,2014-01-16 14:36,RE: Funny!!,Funny!!,
978,Isak.Baza@gastech.com.kronos,Isak Baza,gastech.com.kronos,GAStech-Kronos,Nils.Calixto@gastech.com.kronos; Isak.Baza@gastech.com.kronos,Nils Calixto; Isak Baza,2,gastech.com.kronos,GAStech-Kronos,1/16/2014 14:54,2014-01-16 14:54,Web site,Web site,
979,Sten.Sanjorge Jr.@gastech.com.tethys,Sten Sanjorge Jr ,gastech.com.tethys,GAStech-Tethys,Willem.Vasco-Pais@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.tethys; Ada.Campo-Corrente@gastech.com.kronos,Willem Vasco-Pais; Sten Sanjorge Jr ; Ada Campo-Corrente,3,gastech.com.kronos; gastech.com.tethys,GAStech-Kronos; GAStech-Tethys,1/16/2014 14:59,2014-01-16 14:59,RE: Recommend a good vacation spot?,Recommend a good vacation spot?,
980,Edvard.Vann@gastech.com.kronos,Edvard Vann,gastech.com.kronos,GAStech-Kronos,Felix.Resumir@gastech.com.kronos; Varja.Lagos@gastech.com.kronos; Edvard.Vann@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Kanon.Herrero@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Minke.Mies@gastech.com.kronos,Felix Resumir; Varja Lagos; Edvard Vann; Hideki Cocinaro; Isia Vann; Inga Ferro; Loreto Bodrogi; Kanon Herrero; Hennie Osvaldo; Minke Mies,10,gastech.com.kronos,GAStech-Kronos,1/16/2014 15:11,2014-01-16 15:11,Resolution of incident,Resolution of incident,
981,Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,gastech.com.kronos,GAStech-Kronos,Ada.Campo-Corrente@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.tethys,Ada Campo-Corrente; Ingrid Barranco; Sten Sanjorge Jr ,3,gastech.com.kronos; gastech.com.tethys,GAStech-Kronos; GAStech-Tethys,1/16/2014 15:12,2014-01-16 15:12,Maximizing quarterly profits,Maximizing quarterly profits,business
982,Sten.Sanjorge Jr.@gastech.com.tethys,Sten Sanjorge Jr ,gastech.com.tethys,GAStech-Tethys,Willem.Vasco-Pais@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.tethys; Ada.Campo-Corrente@gastech.com.kronos,Willem Vasco-Pais; Sten Sanjorge Jr ; Ada Campo-Corrente,3,gastech.com.kronos; gastech.com.tethys,GAStech-Kronos; GAStech-Tethys,1/16/2014 15:14,2014-01-16 15:14,RE: Recommend a good vacation spot?,Recommend a good vacation spot?,
983,Carla.Forluniau@gastech.com.kronos,Carla Forluniau,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/16/2014 15:15,2014-01-16 15:15,RE: You never get a second chance to make a first impression,You never get a second chance to make a first impression,
984,Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,gastech.com.kronos,GAStech-Kronos,Hennie.Osvaldo@gastech.com.kronos; Isia.Vann@gastech.com.kronos,Hennie Osvaldo; Isia Vann,2,gastech.com.kronos,GAStech-Kronos,1/16/2014 15:16,2014-01-16 15:16,RE: Vacation scheduling procedures,Vacation scheduling procedures,
